time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-04 00:00:00+00:00,238,60,1526,326
2025-12-05 00:00:00+00:00,259,67,1149,253
2025-12-06 00:00:00+00:00,58,40,296,99
2025-12-07 00:00:00+00:00,26,20,221,92
2025-12-08 00:00:00+00:00,756,120,1700,349
2025-12-09 00:00:00+00:00,272,101,1308,291
2025-12-10 00:00:00+00:00,182,45,1215,299
2025-12-11 00:00:00+00:00,121,46,1263,271
2025-12-12 00:00:00+00:00,44,23,1142,230
2025-12-13 00:00:00+00:00,16,13,239,88
2025-12-14 00:00:00+00:00,32,30,213,90
2025-12-15 00:00:00+00:00,185,52,1089,279
2025-12-16 00:00:00+00:00,146,52,1219,224
2025-12-17 00:00:00+00:00,44,15,1063,282
