time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,486,194,294,47
2026-08-27 00:00:00+00:00,492,298,310,48
2026-08-28 00:00:00+00:00,392,162,248,38
2026-08-29 00:00:00+00:00,122,79,81,15
2026-08-30 00:00:00+00:00,145,132,73,15
2026-08-31 00:00:00+00:00,279,190,217,47
2026-09-01 00:00:00+00:00,289,232,157,34
2026-09-02 00:00:00+00:00,201,164,180,44
2026-09-03 00:00:00+00:00,258,153,121,34
2026-09-04 00:00:00+00:00,224,158,135,35
2026-09-05 00:00:00+00:00,113,109,46,17
2026-09-06 00:00:00+00:00,101,92,27,8
2026-09-07 00:00:00+00:00,159,139,90,29
2026-09-08 00:00:00+00:00,160,142,59,32
