time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-21 00:00:00+00:00,151,85,138,44
2025-10-22 00:00:00+00:00,156,98,208,46
2025-10-23 00:00:00+00:00,101,63,249,47
2025-10-24 00:00:00+00:00,145,96,175,43
2025-10-25 00:00:00+00:00,44,34,12,7
2025-10-26 00:00:00+00:00,33,25,32,11
2025-10-27 00:00:00+00:00,72,46,187,35
2025-10-28 00:00:00+00:00,97,68,163,39
2025-10-29 00:00:00+00:00,98,77,152,41
2025-10-30 00:00:00+00:00,77,57,123,37
2025-10-31 00:00:00+00:00,51,38,123,30
2025-11-01 00:00:00+00:00,31,28,21,13
2025-11-02 00:00:00+00:00,36,32,6,4
2025-11-03 00:00:00+00:00,63,51,163,31
